referencia;variante;descricao;preco_unitario;porcentagem_imposto;pagina
LM1224;;SPOT QUADRADO DE EMBUTIR RECUADO PARA LED MR11 MINI DICRÓICA - POT MAX. 10W;8.30;15.00;11
LM1407;;SPOT QUADRADO DE EMBUTIR RECUADO PRETO PARA LED MR11 MINI DICRÓICA - POT MAX. 10W;8.30;15.00;11
LM3369;;SPOT QUADRADO DE EMBUTIR RECUADO PARA LED MR16 DICRÓICA - POT MAX. 10W;7.90;15.00;11
LM3370;;SPOT QUADRADO DE EMBUTIR RECUADO PRETO PARA LED MR16 DICRÓICA - POT MAX. 10W;7.90;15.00;11
LM1226;;SPOT QUADRADO DE EMBUTIR RECUADO PARA LED AR70 - POT MAX. 15W;11.45;15.00;11
LM1410;;SPOT QUADRADO DE EMBUTIR RECUADO PRETO PARA LED AR70 - POT MAX. 15W;11.75;15.00;11
LM1227;;SPOT QUADRADO DE EMBUTIR RECUADO PARA LED PAR20 - POT MAX. 15W;10.40;15.00;11
LM1409;;SPOT QUADRADO DE EMBUTIR RECUADO PRETO PARA LED PAR20 - POT MAX. 15W;9.90;15.00;11
LM1229;;SPOT QUADRADO DE EMBUTIR RECUADO PARA LED AR111 - POT MAX. 20W;18.30;15.00;11
LM1412;;SPOT QUADRADO DE EMBUTIR RECUADO PRETO PARA LED AR111 - POT MAX. 20W;17.70;15.00;11
LM1228;;SPOT QUADRADO DE EMBUTIR RECUADO PARA LED PAR30 - POT MAX. 20W;13.65;15.00;11
LM1411;;SPOT QUADRADO DE EMBUTIR RECUADO PRETO PARA LED PAR30 - POT MAX. 20W;14.35;15.00;11
LM1233;;LUMINARIA LED MINI EMBUTIDO BRANCO 3W 2700K 127/220V ANEL BRANCO;11.85;9.75;11
LM1457;;LUMINARIA LED MINI EMBUTIDO PRETO 3W 2700K 127/220V;11.85;9.75;11
LM1234;;LUMINARIA LED MINI EMBUTIDO BRANCO 3W 6500K 127/220V ANEL BRANCO;11.85;9.75;11
LM1458;;LUMINARIA LED MINI EMBUTIDO PRETO 3W 6000K 127/220V;5.25;9.75;11
LM618;;LUMINARIA LED MINI EMBUTIDO BRANCO 1W 2700K 127/220V;17.05;9.75;11
LM619;;LUMINARIA LED MINI EMBUTIDO PRATA 1W 2700K 127/220V;17.05;9.75;11
LM620;;LUMINÁRIA LED MINI EMBUTIDO PRETO 1W 2700K 127/220V;17.05;9.75;11
LM325;;MINI SPOT LED 3W 3000K 127/220V QUADRADO;5.55;9.75;11
LM3538;;MINI SPOT LED 3W 3000K 127/220V QUADRADO;5.55;9.75;11
LM3483;;MINI SPOT LED, PRETO, 3W 3000K 127/220V QUADRADO;4.35;9.75;11
LM3633;;MINI SPOT LED 3W 4000K 127/220V QUADRADO;4.80;9.75;11
LM748;;MINI SPOT LED 3W 4000K 127/220V QUADRADO;4.80;9.75;11
LM2532;;MINI SPOT LED, PRETO, 3W 4000K 127/220V QUADRADO;4.80;9.75;11
LM302;;MINI SPOT LED 3W 6500K 127/220V QUADRADO;5.55;9.75;11
LM3540;;MINI SPOT LED 3W 6500K 127/220V QUADRADO;5.55;9.75;11
LM3458;;MINI SPOT LED, PRETO, 3W 6500K 127/220V QUADRADO;5.55;9.75;11
LM303;;SPOT LED 5W 3000K 127V/220V QUADRADO;5.35;9.75;11
LM2050;;SPOT LED, PRETO, 5W 3000K 127V/220V QUADRADO;5.15;9.75;11
LM750;;SPOT LED 5W 4000K 127/220V QUADRADO;5.15;9.75;11
LM2533;;SPOT LED, PRETO, 5W 4000K 127V/220V QUADRADO;5.15;9.75;11
LM304;;SPOT LED 5W 6500K 127V/220V QUADRADO;5.15;9.75;11
LM2051;;SPOT LED, PRETO, 5W 6500K 127V/220V QUADRADO;5.15;9.75;11
LM3214;;SPOT LED 7W 3000K 127/220V QUADRADO;9.85;9.75;11
LM2052;;SPOT LED, PRETO, 7W 3000K 127/220V QUADRADO;9.40;9.75;11
LM3541;;SPOT LED, PRETO, 7W 3000K 127/220V QUADRADO;9.40;9.75;11
LM3107;;SPOT LED 7W 4000K 127/220V QUADRADO;9.85;9.75;11
LM2534;;SPOT LED, PRETO, 7W 4000K 127/220V QUADRADO;9.40;9.75;11
LM787;;SPOT LED 7W 6500K 127/220V QUADRADO;9.85;9.75;11
LM3108;;SPOT LED 7W 6500K 127/220V QUADRADO;9.85;9.75;11
LM2053;;SPOT LED, PRETO, 7W 6500K 127/220V QUADRADO;9.40;9.75;11
LM3542;;SPOT LED, PRETO, 7W 6500K 127/220V QUADRADO;9.40;9.75;12
LM300;;MINI SPOT LED 3W 3000K 127/220V REDONDO;4.80;9.75;12
LM3106;;MINI SPOT LED 3W 3000K 127/220V REDONDO;4.20;9.75;12
LM749;;MINI SPOT LED 3W 4000K 127/220V REDONDO;4.80;9.75;12
LM301;;MINI SPOT LED 3W 6500K 127/220V REDONDO;5.55;9.75;12
LM3539;;MINI SPOT LED 3W 6500K 127/220V REDONDO;5.55;9.75;12
LM326;;SPOT LED 5W 3000K 127V/220V REDONDO;5.15;9.75;12
LM751;;SPOT LED 5W 4000K 127/220V REDONDO;5.15;9.75;12
LM327;;SPOT LED 5W 6500K 127V/220V REDONDO;5.35;9.75;12
LM3215;;SPOT LED 7W 3000K 127/220V REDONDO;9.85;9.75;12
LM753;;SPOT LED 7W 4000K 127/220V REDONDO;9.85;9.75;12
LM3213;;SPOT LED 7W 4000K 127/220V REDONDO;9.85;9.75;12
LM3216;;SPOT LED 7W 6500K 127/220V REDONDO;9.85;9.75;12
LM2465;;SPOT LED RECUADO 5W 3000K 127/220V QUADRADO;9.75;9.75;12
LM2469;;SPOT LED RECUADO PRETO 5W 3000K 127/220V QUADRADO;9.75;9.75;12
LM2466;;SPOT LED RECUADO 5W 6500K 127/220V QUADRADO;9.75;9.75;12
LM2470;;SPOT LED RECUADO PRETO 5W 6500K 127/220V QUADRADO;9.75;9.75;12
LM2467;;SPOT LED RECUADO 7W 3000K 127/220V QUADRADO;14.45;9.75;12
LM2471;;SPOT LED RECUADO PRETO 7W 3000K 127/220V QUADRADO;14.45;9.75;12
LM2468;;SPOT LED RECUADO 7W 6500K 127/220V QUADRADO;14.45;9.75;12
LM2472;;SPOT LED RECUADO PRETO 7W 6500K 127/220V QUADRADO;14.45;9.75;12
LM3197;;SPOT LED RECUADO BC 5W 3000K 127/220V REDONDO;9.75;9.75;12
LM3201;;SPOT LED RECUADO PRETO 5W 3000K 127/220V REDONDO;9.75;9.75;12
LM3198;;SPOT LED RECUADO BC 5W 6500K 127/220V REDONDO;9.75;9.75;12
LM3202;;SPOT LED RECUADO PRETO 5W 6500K 127/220V REDONDO;9.75;9.75;12
LM3199;;SPOT LED RECUADO BC 7W 3000K 127/220V REDONDO;14.45;9.75;12
LM3203;;SPOT LED RECUADO PRETO 7W 3000K 127/220V REDONDO;14.45;9.75;12
LM3200;;SPOT LED RECUADO BC 7W 6500K 127/220V REDONDO;14.45;9.75;12
LM3204;;SPOT LED RECUADO PRETO 7W 6500K 127/220V REDONDO;14.45;9.75;12
LM1000;;SPOT EMBUTIR BORDA BRANCA E INTERNO BRANCO QUADRADO WALL WASHER;4.60;15.00;12
LM1247;;SPOT LED SOBREPOR PRETO, 5W, 3000K, 127/220V;45.35;9.75;12
LM917;;SPOT LED SOBREPOR SLIM, BRANCO, 2W, 6500K, 127/220V, QUADRADO;19.45;9.75;12
LM3595;;DOWNLIGHT EMBUTIR LED DAL 12W 6000K 127/220V QUADRADA;9.90;9.75;12
LM3615;;DOWNLIGHT EMBUTIR LED DAL 18W 2700K 127/220V QUADRADA;10.45;9.75;12
LM3597;;DOWNLIGHT EMBUTIR LED DAL 18W 4000K 127/220V QUADRADA;11.80;9.75;12
LM3596;;DOWNLIGHT EMBUTIR LED DAL 18W 6000K 127/220V QUADRADA;11.80;9.75;12
LM3605;;DOWNLIGHT EMBUTIR LED DAL 24W 2700K 127/220V QUADRADA;16.70;9.75;12
LM3599;;DOWNLIGHT EMBUTIR LED DAL 24W 4000K 127/220V QUADRADA;14.99;9.75;12
LM3598;;DOWNLIGHT EMBUTIR LED DAL 24W 6000K 127/220V QUADRADA;16.70;9.75;12
LM3604;;DOWNLIGHT EMBUTIR LED DAL 32W 4000K 127/220V QUADRADA;34.15;9.75;12
LM3603;;DOWNLIGHT EMBUTIR LED DAL 32W 6000K 127/220V QUADRADA;34.15;9.75;12
LM3600;;DOWNLIGHT SOBREPOR LED DAL 15W 2700K 127/220V QUADRADA;9.90;9.75;12
LM3606;;DOWNLIGHT SOBREPOR LED DAL 15W 4000K 127/220V QUADRADA;9.90;9.75;12
LM3601;;DOWNLIGHT SOBREPOR LED DAL 15W 6000K 127/220V QUADRADA;9.90;9.75;12
LM3602;;DOWNLIGHT SOBREPOR LED DAL 20W 2700K 127/220V QUADRADA;12.85;9.75;12
LM3608;;DOWNLIGHT SOBREPOR LED DAL 20W 4000K 127/220V QUADRADA;12.85;9.75;12
LM3607;;DOWNLIGHT SOBREPOR LED DAL 20W 6000K 127/220V QUADRADA;12.85;9.75;12
LM3609;;DOWNLIGHT SOBREPOR LED DAL 24W 4000K 127/220V QUADRADA;19.35;9.75;12
LM3610;;DOWNLIGHT SOBREPOR LED DAL 24W 6000K 127/220V QUADRADA;19.35;9.75;12
LM3614;;DOWNLIGHT SOBREPOR LED DAL 30W 4000K 127/220V QUADRADA;42.65;9.75;13
LM3611;;DOWNLIGHT SOBREPOR LED DAL 30W 6000K 127/220V QUADRADA;39.65;9.75;13
LM1083;;LUMINARIA PAINEL LED RETANGULAR DE EMBUTIR 20W 2700K 127/220V MEDIDA 10X60;66.85;9.75;13
LM1081;;LUMINARIA PAINEL LED RETANGULAR DE EMBUTIR 20W 4000K 127/220V MEDIDA 10X60;66.85;9.75;13
LM1079;;LUMINARIA PAINEL LED RETANGULAR DE EMBUTIR 20W 6000K 127/220V MEDIDA 10X60;66.85;9.75;13
LM1082;;LUMINARIA PAINEL LED RETANGULAR DE EMBUTIR 40W 2700K 127/220V MEDIDA 10X120;101.05;9.75;13
LM1080;;LUMINARIA PAINEL LED RETANGULAR DE EMBUTIR 40W 4000K 127/220V MEDIDA 10X120;101.05;9.75;13
LM1078;;LUMINARIA PAINEL LED RETANGULAR DE EMBUTIR 40W 6000K 127/220V MEDIDA 10X120;101.05;9.75;13
LM220;;PAINEL LED 45W 2700K 127/220V RETANGULAR;112.50;9.75;13
LM1255;;PAINEL LED 45W 4000K 127/220V RETANGULAR;112.50;9.75;13
LM221;;PAINEL LED RETANGULAR 45W 6000K 127V/220V;112.50;9.75;13
LM1203;;LUMINARIA PAINEL LED RETANGULAR DE SOBREPOR 20W 6000K 127/220V MEDIDA 10X60X3,8;103.65;9.75;13
LM1204;;LUMINARIA PAINEL LED RETANGULAR DE SOBREPOR 40W 6000K 127/220V MEDIDA 10X120X3,8;102.10;9.75;13
LM446;;LUMINARIA K8 LED 18W 2700K 127/220V;14.25;9.75;13
LM722;;LUMINARIA K8 LED 18W 4000K 127/220V;14.25;9.75;13
LM447;;LUMINARIA K8 LED 18W 6000K 127/220V;14.25;9.75;13
LM448;;LUMINARIA K8 LED 36W 2700K 127/220V;22.35;9.75;13
LM723;;LUMINARIA K8 LED 36W 4000K 127/220V;22.35;9.75;13
LM449;;LUMINARIA K8 LED 36W 6000K 127/220V;22.35;9.75;13
LM3373;;LUMINARIA DE MESA LED LUMA 5W 3000/4000/6000K 127-220V;93.60;9.75;13
LM3376;;LUMINARIA DE MESA LED NARA 5W 3000K 127-220V;50.50;9.75;13
LM3374;;LUMINARIA DE MESA LED LITE 5W 3000K 127-220V PRETA;96.60;9.75;13
LM3375;;LUMINARIA DE MESA LED LITE 5W 3000K 127-220V BRANCA;96.60;9.75;13
LM1246;;LUMINÁRIA DE MESA ARTICULÁVEL, COM BASE, E27, VERMELHA;53.90;9.75;13
LM1244;;LUMINÁRIA DE MESA ARTICULÁVEL, COM BASE, E27, PRETA;53.90;9.75;13
LM1245;;LUMINÁRIA DE MESA ARTICULÁVEL, COM BASE, E27, BRANCA;53.90;9.75;13
LM406;;LUMINARIA DE MESA VIKING PRETA 127/220V;25.15;9.75;13
LM407;;LUMINARIA DE MESA VIKING BRANCA 127/220V;25.15;9.75;13
LM408;;LUMINARIA DE MESA VIKING VERMELHA 127/220V;25.15;9.75;13
LM904;;LUMINARIA DE MESA VIKING AMARELA 127/220V;25.15;9.75;13
LM905;;LUMINARIA DE MESA VIKING AZUL 127/220V;25.15;9.75;13
LM906;;LUMINARIA DE MESA VIKING ROSA 127/220V;25.15;9.75;13
LM1210;;LUMINARIA DE MESA VIKING CLIP PRETA 127/220V;22.25;9.75;13
LM1211;;LUMINARIA DE MESA VIKING CLIP BRANCA 127/220V;22.25;9.75;14
LM1213;;LUMINARIA DE MESA VIKING CLIP VERMELHA 127/220V;22.25;9.75;14
LM1212;;LUMINARIA DE MESA VIKING CLIP AZUL 127/220V;22.25;9.75;14
LM3618;;ESPETO DE JARDIM LED FARETTO 3W 3000K 127-220V;58.80;9.75;14
LM2755;;ESPETO DE JARDIM LED DAL 7W 3000K 127/220V;13.40;9.75;14
LM2756;;ESPETO DE JARDIM LED DAL 7W 6500K 127/220V;13.40;9.75;14
LM2757;;ESPETO DE JARDIM LED DAL 7W VERDE 127/220V;13.99;9.75;14
LM443;;ESPETO DE JARDIM LED 7W 3000K 127/220V;15.45;9.75;14
LM444;;ESPETO DE JARDIM LED 7W 6500K 127/220V;15.45;9.75;14
LM445;;ESPETO DE JARDIM LED 7W VERDE 127/220V;17.45;9.75;14
LM1456;;ESPETO DE JARDIM LED 7W AMBAR 127/220V;17.45;9.75;14
LM3612;;POSTE BALIZADOR GABBIA SLIM 6W 3000K 127-220V IP65 PT 30CM;153.95;9.75;14
LM3613;;POSTE BALIZADOR GABBIA 6W 3000K 127-220V IP65 PT 60CM;171.75;9.75;14
LM3104;;POSTE BALIZADOR RET 7W 3000K 127-220V IP65 PT;159.25;9.75;14
LM3103;;POSTE BALIZADOR SPOT 5W 3000K 127-220V IP65 PT;225.20;9.75;14
LM3105;;POSTE BALIZADOR SLIM 7W 3000K 127-220V IP65 PT;176.05;9.75;14
LM2633;;POSTE BALIZADOR JOY 5W 3000K 127-220V;286.55;9.75;14
LM2634;;POSTE BALIZADOR FAE 5W 3000K 127-220V;299.90;9.75;14
LM2847;;ARANDELA VISION 5W 2700K 127/220V IP65;32.90;9.75;14
LM2384;;ARANDELA VISION 8W 2700K 127/220V IP65;43.50;9.75;14
LM2673;;ARANDELA BOLD LED, QUADRADA, 8W, 3000K, 127/220V, IP65;73.45;9.75;14
LM2674;;ARANDELA BOLD LED, RETANGULAR, 10W, 3000K, 127/220V, IP65;84.40;9.75;14
LM3110;;MINI TARTARUGA LED 7W 2700K 127/220V IP65 BRANCO;15.40;9.75;14
LM1442;;MINI TARTARUGA LED 7W 2700K 127/220V IP65 PRETA;15.40;9.75;14
LM3109;;MINI TARTARUGA LED 7W 2700K 127/220V IP65 PRETA;15.40;9.75;14
LM688;;MINI TARTARUGA LED 7W 6000K 127/220V IP65 BRANCO;15.40;9.75;14
LM3111;;MINI TARTARUGA LED 7W 6000K 127/220V IP65 BRANCO;15.40;9.75;14
LM1443;;MINI TARTARUGA LED 7W 6000K 127/220V IP65 PRETA;15.40;9.75;14
LM3212;;MINI TARTARUGA LED 7W 6000K 127/220V IP65 PRETA;15.40;9.75;14
LM566;;TARTARUGA LED 15W 2700K 127/220V BRANCO;22.10;9.75;14
LM3113;;TARTARUGA LED 15W 2700K 127/220V BRANCO;22.10;9.75;14
LM3115;;TARTARUGA LED 15W 2700K 127/220V IP65 PRETA;22.10;9.75;14
LM180;;TARTARUGA LED 15W 6000K 127/220V BRANCO;22.10;9.75;15
LM3112;;TARTARUGA LED 15W 6000K 127/220V BRANCO;22.10;9.75;15
LM3114;;TARTARUGA LED 15W 6000K 127/220V IP65 PRETA;22.10;9.75;15
LM2229;;ARANDELA VITRO TUBE 9W 2700K IP65 PRETA;52.20;9.75;15
LM2230;;ARANDELA VITRO TUBE 18W 2700K IP65 PRETA;69.90;9.75;15
LM2231;;ARANDELA VITRO BOX 9W 2700K IP65 PRETA;55.05;9.75;15
LM2232;;ARANDELA VITRO BOX 18W 2700K IP65 PRETA;76.25;9.75;15
LM1390;;ARANDELA MEZZALUNA, 30W, 2700K, IP65, PRETA;62.40;9.75;15
LM1391;;ARANDELA MEZZALUNA, 30W, 6000K, IP65, PRETA;62.40;9.75;15
LM1392;;ARANDELA MEZZALUNA, 30W, 2700K, IP65, BRANCA;62.40;9.75;15
LM1393;;ARANDELA MEZZALUNA, 30W, 6000K, IP65, BRANCA;62.40;9.75;15
LM1394;;ARANDELA MURETTO, 30W, 2700K, IP65, PRETA;69.20;9.75;15
LM1395;;ARANDELA MURETTO, 30W, 6000K, IP65, PRETA;69.20;9.75;15
LM1396;;ARANDELA MURETTO, 30W, 2700K, IP65, BRANCA;69.20;9.75;15
LM1397;;ARANDELA MURETTO, 30W, 6000K, IP65, BRANCA;69.20;9.75;15
LM2985;;BALIZADOR DE SOLO, LED, 0,5W, 3000K 127/220V, PRETO (KIT COM 2 UNIDADES);72.20;9.75;15
LM830;;BALIZADOR DE SOLO, LED, 1W, 3000K 127/220V - (KIT COM 2 UNIDADES);79.35;9.75;15
LM1019;;BALIZADOR DE SOLO LED 1W 6500K 127/220V - (KIT COM 2 UNIDADES);27.65;9.75;15
LM2986;;BALIZADOR DE SOLO, LED, 1W, 3000K 127/220V, PRETO (KIT COM 2 UNIDADES);87.90;9.75;15
LM615;;LUMINARIA LED EMBUTIDO DE SOLO 6W 2700K 127/220V IP67 MATERIAL: ALUMINIO;54.05;9.75;15
LM616;;LUMINÁRIA LED EMBUTIDO DE SOLO 12W 2700K 127/220V IP67 MATERIAL: ALUMINIO;82.65;9.75;15
LM1108;;LUMINARIA LED EMBUTIDO DE SOLO 12W 6000K 127/220V IP67 MATERIAL: ALUMINIO;79.95;9.75;15
LM2095;;LUMINARIA LED EMBUTIDO DE SOLO FLAT PRETO 3W 2700K 127/220V IP67;56.90;9.75;15
LM2096;;LUMINARIA LED EMBUTIDO DE SOLO FLAT PRETO 6W 2700K 127/220V IP67;76.15;9.75;15
LM2097;;LUMINARIA LED EMBUTIDO DE SOLO FLAT PRETO 12W 2700K 127/220V IP67;109.60;9.75;15
LM2529;;LUMINARIA LED EMBUTIDO DE SOLO FLAT PRETO COM GRADE ANTI OFUSCANTE 3W 2700K 127/220V IP67;59.35;9.75;15
LM2530;;LUMINARIA LED EMBUTIDO DE SOLO FLAT PRETO COM GRADE ANTI OFUSCANTE 6W 2700K 127/220V IP67;80.45;9.75;15
LM2531;;LUMINARIA LED EMBUTIDO DE SOLO FLAT PRETO COM GRADE ANTI OFUSCANTE 12W 2700K 127/220V IP67;113.30;9.75;15
LM3617;;LUMINARIA LED EMBUTIDO DE SOLO FLAT PRETO COM GRADE ANTI OFUSCANTE 18W 2700K 127/220V IP67;121.10;9.75;15
LM3616;;LUMINARIA LED EMBUTIDO DE SOLO FLAT PRETO COM GRADE ANTI OFUSCANTE 24W 2700K 127/220V IP67;132.20;9.75;15
LM1022;;LUMINARIA LED MINI EMBUTIDO DE PAREDE E SOLO 1W 3000K 127-220V IP67 CORPO BRANCO;18.80;9.75;15
LM1023;;LUMINARIA LED MINI EMBUTIDO DE PAREDE E SOLO 1W 6500K 127-220V IP67 CORPO BRANCO;7.70;9.75;15
LM911;;MINI EMBUTIDO LED DE SOLO E PAREDE, 1W CORPO PRETO, LUZ VERDE, 127/220V, IP67;9.25;9.75;15
LM1026;;LUMINARIA LED MINI EMBUTIDO DE PAREDE E SOLO 1W 3000K 127-220V IP67 QUADRADO;18.80;9.75;15
LM1027;;LUMINARIA LED MINI EMBUTIDO DE PAREDE E SOLO 1W 6500K 127-220V IP67 QUADRADO;7.70;9.75;15
LM1021;;LUMINARIA LED MINI EMBUTIDO DE PAREDE E SOLO 1W 6500K 127-220V IP67 REDONDO;7.70;9.75;15
LM908;;MINI EMBUTIDO LED DE SOLO E PAREDE, 1W, CORPO PRETO, LUZ VERDE, 127/220V , IP67;9.25;9.75;15
LM1398;;SUPORTE SENTINEL PARA LÂMPADA PAR20, IP65, BRANCO, POT MAX 15W;11.60;15.00;15
LM3218;;PROJETOR LED 10W 3000K 127/220V IP65;13.75;9.75;15
LM3487;;PROJETOR LED 10W 6000K 127/220V IP65;13.75;9.75;16
LM3217;;PROJETOR LED 20W 3000K 127/220V IP65;14.95;9.75;16
LM3116;;PROJETOR LED 20W 6000K 127/220V IP65;13.20;9.75;16
LM3459;;PROJETOR LED 30W 3000K 127/220V IP65;17.65;9.75;16
LM245;;PROJETOR LED 30W 6000K 127/220V IP65;17.65;9.75;16
LM3537;;PROJETOR LED 30W 6000K 127/220V IP65;17.65;9.75;16
LM3117;;PROJETOR LED 50W 3000K 127/220V IP65;20.30;9.75;16
LM3488;;PROJETOR LED 50W 6000K 127/220V IP65;20.99;9.75;16
LM3472;;PROJETOR LED 100W 3000K 127/220V IP65;34.80;9.75;16
LM3486;;PROJETOR LED 100W 6000K 127/220V IP65;34.80;9.75;16
LM3118;;PROJETOR LED 150W 6000K 127/220V IP65;55.10;9.75;16
LM3460;;PROJETOR LED 200W 6000K 127/220V IP65;70.80;9.75;16
LM842;;PROJETOR LED 300W 6000K 127V/220V;141.80;9.75;16
LM843;;PROJETOR LED 500W 6000K 127V/220V;231.50;9.75;16
LM2698;;PROJETOR LED 700W 6500K 127/220V IP65;388.50;9.75;16
LM272;;PROJETOR LED 10W RGB 127/220V IP65;46.65;9.75;16
LM249;;PROJETOR LED 30W RGB 127/220V IP65;52.20;9.75;16
LM3461;;PROJETOR LED 30W RGB 127/220V IP65;46.80;9.75;16
LM250;;PROJETOR LED 50W RGB 127/220V IP65;57.65;9.75;16
LM3462;;PROJETOR LED 50W RGB 127/220V IP65;54.10;9.75;16
LM3560;;PROJETOR LED 100W RGB 127/220V IP65;59.99;9.75;16
LM242;;PROJETOR LED 10W VERDE 127/220V IP65;13.70;9.75;16
LM3521;;PROJETOR LED 10W VERDE 127/220V IP65;13.70;9.75;16
LM3522;;PROJETOR LED 30W GREEN 127/220V IP65;17.40;9.75;16
LM844;;PROJETOR LED 30W , AZUL 127V/220V;17.95;9.75;16
LM3516;;PROJETOR LED DAL 10W 3000K 127/220V IP65;11.30;9.75;16
LM3517;;PROJETOR LED DAL 20W 3000K 127/220V IP65;13.35;9.75;16
LM2793;;PROJETOR LED DAL 20W 6000K 127/220V IP65;13.35;9.75;16
LM3518;;PROJETOR LED DAL 30W 3000K 127/220V IP65;15.80;9.75;16
LM2794;;PROJETOR LED DAL 30W 6000K 127/220V IP65;15.25;9.75;16
LM3519;;PROJETOR LED DAL 50W 3000K 127/220V IP65;15.75;9.75;16
LM2795;;PROJETOR LED DAL 50W 6000K 127/220V IP65;15.75;9.75;16
LM3520;;PROJETOR LED DAL 100W 3000K 127/220V IP65;22.70;9.75;16
LM2796;;PROJETOR LED DAL 100W 6000K 127/220V IP65;22.70;9.75;16
LM2797;;PROJETOR LED DAL 150W 6000K 127/220V IP65;43.15;9.75;16
LM2798;;PROJETOR LED DAL 200W 6000K 127/220V IP65;62.35;9.75;16
LM2799;;PROJETOR LED DAL 300W 6000K 127/220V IP65;64.55;9.75;16
LM2630;;ARANDELA SOLAR BLOOM 5W BRANCO QUENTE PRETA;77.65;9.75;16
LM2697;;ESPETO DE JARDIM SOLAR 2W BRANCO QUENTE;55.55;9.75;16
LM3639;;PERFIL EMB UNILATERAL COM MICRO BORDA, BRANCO, TAM:1M;85.99;0.00;17
LM3641;;PERFIL EMB UNILATERAL COM MICRO BORDA, BRANCO, TAM:2M;158.55;0.00;17
LM3643;;PERFIL EMB UNILATERAL COM MICRO BORDA, BRANCO, TAM:3M;219.55;0.00;17
LM3645;;CONECTOR P/ PERFIL EMB UNILATERAL COM MICRO BORDA, PAREDE/PAREDE, BC/BC;29.45;0.00;17
LM3647;;CONECTOR P/ PERFIL EMB UNILATERAL COM MICRO BORDA, TETO/PAREDE, BC/BC;29.45;0.00;17
LM3649;;CONECTOR P/ PERFIL EMB UNILATERAL COM MICRO BORDA, POSITIVO, BC/BC;29.45;0.00;17
LM3651;;KIT DE FIXACAO E ACABAMENTO DE PERFIL EMB UNILATERAL COM MICRO BORDA, BR;12.15;0.00;17
LM3679;;KIT DE MOLAS PARA PERFIL DE EMBUTIR (KIT COM 2 UNIDADES);0.00;0.00;17
LM2227;;SUPORTE DE MOLA PARA PERFIL DE EMBUTIR ATE 30MM (12MM ATE 30MM) (CX C/50 PEÇAS);186.55;0.00;17
LM3640;;PERFIL EMB UNILATERAL COM MICRO BORDA, PRETO, TAM:1M;85.45;0.00;17
LM3642;;PERFIL EMB UNILATERAL COM MICRO BORDA, PRETO, TAM:2M;157.40;0.00;17
LM3644;;PERFIL EMB UNILATERAL COM MICRO BORDA, PRETO, TAM:3M;217.90;0.00;17
LM3646;;CONECTOR P/ PERFIL EMB UNILATERAL COM MICRO BORDA, PAREDE/PAREDE, PT/BC;29.25;0.00;17
LM3648;;CONECTOR P/ PERFIL EMB UNILATERAL COM MICRO BORDA, TETO/PAREDE, PT/BC;29.25;0.00;17
LM3650;;CONECTOR P/ PERFIL EMB UNILATERAL COM MICRO BORDA, POSITIVO, PT/BC;29.25;0.00;17
LM3652;;KIT DE FIXACAO E ACABAMENTO DE PERFIL EMB UNILATERAL COM MICRO BORDA, PT;12.15;0.00;17
LM1197;;PERFIL NO FRAME INVERTIDO UNILATERAL PARA FITAS ATÉ 20MM - 1 METRO;101.65;0.00;17
LM1198;;PERFIL NO FRAME INVERTIDO UNILATERAL PARA FITAS ATE 20MM - 2 M;196.90;0.00;17
LM1199;;PERFIL NO FRAME INVERTIDO UNILATERAL PARA FITAS ATE 20MM - 3 M;292.20;0.00;17
LM1258;;CONECTOR PARA PERFIL NO FRAME INVERTIDO UNILATERAL PARA FITAS ATÉ 20MM, CONEXÃO JOELHO PAREDE - TETO;42.99;0.00;17
LM1352;;KIT FIXAÇÃO E ACABAMENTO PERFIL NO FRAME INVERTIDO UNILATERAL PARA FITAS ATÉ 20MM;11.05;0.00;17
LM1200;;PERFIL NO FRAME INVERTIDO BILATERAL PARA 2 FITAS ATE 20MM - 1 M;152.80;0.00;17
LM1201;;PERFIL NO FRAME INVERTIDO BILATERAL PARA 2 FITAS ATE 20MM - 2 M;296.05;0.00;17
LM1202;;PERFIL NO FRAME INVERTIDO BILATERAL PARA 2 FITAS ATE 20MM - 3 METROS;439.05;0.00;17
LM1351;;KIT FIXAÇÃO E ACABAMENTO PERFIL NO FRAME INVERTIDO BILATERAL 2 FITAS ATE 20MM;13.75;0.00;17
LM3475;;PERFIL WALL WASHER, BRANCO, TAM:1M;235.50;0.00;17
LM3477;;PERFIL WALL WASHER, BRANCO, TAM:2M;448.15;0.00;17
LM3479;;PERFIL WALL WASHER, BRANCO, TAM:3M;660.60;0.00;17
LM3481;;KIT FIXAÇÃO PERFIL WALL WASHER BRANCO;54.20;0.00;17
LM3476;;PERFIL WALL WASHER, PRETO, TAM:1M;234.60;0.00;17
LM3478;;PERFIL WALL WASHER, PRETO, TAM:2M;446.30;0.00;17
LM3480;;PERFIL WALL WASHER, PRETO, TAM:3M;657.85;0.00;17
LM3482;;KIT FIXAÇÃO PERFIL WALL WASHER PRETO;54.05;0.00;17
LM2951;;PERFIL DE SOBREPOR INDIRETO, BR, TAM: 1M;95.25;0.00;17
LM2952;;PERFIL DE SOBREPOR INDIRETO, BR, TAM: 2M;179.60;0.00;17
LM2953;;PERFIL DE SOBREPOR INDIRETO, BR, TAM: 3M;263.70;0.00;17
